id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
3775,-100,-80.0,30.0,3.75,5.5,-60.45,12.0365,-95,76.8,27.84,1.043106,0.730951,4.7773,0.1514
3776,-100,-80.0,30.0,3.75,7.0,-61.59,12.5556,-100,76.47,28.23,1.056034,0.644654,2.3281,0.1883
3777,-100,-80.0,30.0,3.75,8.5,-60.72,13.8776,-100,76.86,27.77,1.118365,0.708319,4.1302,0.1735
3778,-100,-80.0,30.0,3.75,10.0,-61.03,14.8886,-100,77.04,27.56,1.185932,0.795579,4.6479,0.1304
3779,-100,-80.0,30.0,3.75,11.5,-60.71,15.8136,-100,77.96,26.44,1.221156,0.726077,2.7005,0.1743
3780,-100,-80.0,30.0,3.75,13.0,-60.17,16.9299,-100,77.53,26.97,1.237882,0.809157,4.8572,0.165
3781,-100,-80.0,30.0,4.0,1.0,-58.56,11.6226,-76,76.34,28.4,1.002289,0.651051,3.1754,0.1803
3782,-100,-80.0,30.0,4.0,2.5,-58.19,11.5004,-81,75.73,29.12,0.94159,0.58778,2.6428,0.2063
3783,-100,-80.0,30.0,4.0,4.0,-58.3,11.8262,-87,76.74,27.92,1.017828,0.649096,3.4048,0.1827
3784,-100,-80.0,30.0,4.0,5.5,-58.49,12.8549,-93,76.44,28.27,1.023965,0.661799,3.6209,0.1654
3785,-100,-80.0,30.0,4.0,7.0,-58.35,13.6683,-99,76.48,28.22,1.060005,0.689748,4.0037,0.1802
3786,-100,-80.0,30.0,4.0,8.5,-58.05,14.3096,-100,77.04,27.55,1.065777,0.69188,3.9738,0.1778
3787,-100,-80.0,30.0,4.0,10.0,-58.22,15.7134,-100,76.48,28.22,1.073852,0.835162,6.3746,0.1167
3789,-100,-80.0,30.0,4.0,13.0,-57.93,17.4669,-100,77.41,27.1,1.20636,0.831634,5.3427,0.1495
3788,-100,-80.0,30.0,4.0,11.5,-58.31,16.2045,-100,77.18,27.37,1.162714,0.736264,3.6137,0.1437
3790,-100,-80.0,30.0,4.25,1.0,-55.95,12.5434,-76,76.19,28.56,0.989192,0.639534,3.0477,0.1789
3791,-100,-80.0,30.0,4.25,2.5,-55.6,12.8708,-79,75.84,29.0,0.966548,0.615263,2.9378,0.1907
3792,-100,-80.0,30.0,4.25,4.0,-56.12,12.6286,-86,76.67,28.0,1.038548,0.680332,3.8719,0.1608
3793,-100,-80.0,30.0,4.25,5.5,-56.3,13.1628,-91,76.24,28.51,1.011676,0.635219,2.9328,0.1769
3794,-100,-80.0,30.0,4.25,7.0,-55.5,14.101,-97,76.23,28.53,0.993606,0.664239,4.1284,0.1654
3795,-100,-80.0,30.0,4.25,8.5,-55.92,15.0417,-100,76.54,28.15,1.065527,0.678261,3.5724,0.16
3796,-100,-80.0,30.0,4.25,10.0,-54.84,15.4137,-100,76.56,28.13,1.068034,0.663126,3.0016,0.1757
3797,-100,-80.0,30.0,4.25,11.5,-55.58,16.3851,-100,76.55,28.15,1.106928,0.724557,4.7966,0.1571
3798,-100,-80.0,30.0,4.25,13.0,-55.8,17.6055,-100,77.31,27.23,1.195355,0.817351,5.3146,0.1434
3799,-100,-80.0,30.0,4.5,1.0,-52.89,12.9088,-73,76.18,28.59,0.965023,0.610216,2.4678,0.1871
3801,-100,-80.0,30.0,4.5,4.0,-53.15,13.1466,-82,76.06,28.72,0.982161,0.654562,4.187,0.1807
3800,-100,-80.0,30.0,4.5,2.5,-53.25,13.6073,-80,75.96,28.84,0.970269,0.607612,2.6073,0.1984
3802,-100,-80.0,30.0,4.5,5.5,-53.03,14.4881,-89,75.63,29.25,0.978871,0.62366,3.287,0.1934
3803,-100,-80.0,30.0,4.5,7.0,-53.45,14.8337,-98,75.53,29.37,0.992712,0.66996,4.2837,0.176
3804,-100,-80.0,30.0,4.5,8.5,-53.05,16.3238,-100,76.4,28.32,1.001828,0.658434,3.896,0.1848
3805,-100,-80.0,30.0,4.5,10.0,-53.31,16.5147,-100,76.01,28.79,1.003019,0.699377,5.428,0.1544
3806,-100,-80.0,30.0,4.5,11.5,-52.8,16.944,-100,76.69,27.97,1.069649,0.665642,2.4539,0.1706
3807,-100,-80.0,30.0,4.5,13.0,-52.54,17.6047,-100,76.43,28.28,1.091424,0.872447,6.9301,0.1189
3808,-100,-80.0,30.0,4.75,1.0,-50.66,12.8937,-71,76.47,28.23,0.978132,0.645774,3.6344,0.175
3809,-100,-80.0,30.0,4.75,2.5,-50.55,14.0832,-77,75.67,29.19,1.006588,0.775615,6.8315,0.1457
3810,-100,-80.0,30.0,4.75,4.0,-50.29,14.3274,-84,76.58,28.1,1.022247,0.662778,3.8712,0.1669
3811,-100,-80.0,30.0,4.75,5.5,-50.31,14.0263,-87,76.43,28.29,1.030057,0.653851,3.3134,0.1912
3812,-100,-80.0,30.0,4.75,7.0,-50.06,15.3396,-94,75.97,28.84,1.01648,0.689964,5.4205,0.1542
3813,-100,-80.0,30.0,4.75,8.5,-50.74,16.008,-99,76.13,28.64,0.961871,0.608925,2.877,0.1727
3814,-100,-80.0,30.0,4.75,10.0,-51.05,17.0361,-100,76.17,28.6,1.005502,0.68023,4.5595,0.1754
3815,-100,-80.0,30.0,4.75,11.5,-50.64,17.7219,-100,76.09,28.68,1.028449,0.697511,4.7068,0.1567
3816,-100,-80.0,30.0,4.75,13.0,-50.28,18.8209,-100,76.92,27.7,1.050218,0.672652,3.0772,0.1592
3817,-100,-80.0,30.0,5.0,1.0,-47.86,14.275,-70,76.11,28.67,1.007454,0.615847,2.0744,0.2101
3818,-100,-80.0,30.0,5.0,2.5,-48.18,14.642,-74,75.81,29.02,0.939123,0.609506,3.1708,0.1891
