id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
492,-100,-115.0,40,1.25,3.5,-81.14,3.9838,-97,3.73,115.51,0.453791,0.26995,2.623,0.9347
493,-100,-115.0,40,1.25,4.0,-81.98,4.1955,-98,2.66,116.68,0.466977,0.257247,1.3487,0.9551
495,-100,-115.0,40,1.25,5.0,-81.36,5.1476,-100,3.57,115.86,0.461292,0.277228,4.7972,0.8687
494,-100,-115.0,40,1.25,4.5,-81.75,4.7942,-100,2.12,117.54,0.471167,0.248306,0.9112,0.9655
496,-100,-115.0,40,1.25,5.5,-81.51,5.547,-100,4.75,114.3,0.454045,0.291733,4.5141,0.875
497,-100,-115.0,40,1.25,6.0,-81.33,6.1159,-100,6.48,112.22,0.49053,0.336898,6.4312,0.8321
498,-100,-115.0,40,1.25,6.5,-81.78,6.6405,-100,2.42,117.19,0.407112,0.236194,1.2617,0.9535
499,-100,-115.0,40,1.25,7.0,-80.98,7.0695,-100,7.32,111.32,0.505765,0.341405,6.4428,0.8296
500,-100,-115.0,40,1.25,7.5,-81.19,7.609,-100,1.65,117.88,0.454458,0.238315,1.1882,0.9662
502,-100,-115.0,40,1.25,8.5,-80.91,8.5226,-100,1.57,118.3,0.412297,0.222367,0.7113,0.972
